ResultID,WOID,MachineID,MachineName,ChecklistID,TaskNo,TaskDescription,TaskType,AcceptanceStandard,Mandatory,SafetyCritical,Result,MeasuredValue,Observation,TechID,RecordedDate,AbnormalityRaised
WO-00111-T09,WO-00111,MC-013,Deburring Unit DB-01,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-01,2026-08-03,No
WO-00120-T01,WO-00120,MC-014,Sealed Quench SQ-01,CL-FURNACE,1,Lock out / tag out and gas isolation verified,Safety,LOTO + gas isolated,Yes,Yes,OK,,,TECH-05,2024-11-05,No
WO-00120-T02,WO-00120,MC-014,Sealed Quench SQ-01,CL-FURNACE,2,Thermocouple calibration check (all zones),Measurement,+/- 3 deg C of master,Yes,Yes,OK,50.1,,TECH-05,2024-11-05,No
WO-00120-T03,WO-00120,MC-014,Sealed Quench SQ-01,CL-FURNACE,3,Inspect heating elements / radiant tubes,Visual,"No bulge, no crack",Yes,Yes,OK,,,TECH-05,2024-11-05,No
WO-00120-T04,WO-00120,MC-014,Sealed Quench SQ-01,CL-FURNACE,4,Door seal and curtain condition,Visual,"No gap, no burn-through",Yes,Yes,OK,,,TECH-05,2024-11-05,No
WO-00120-T05,WO-00120,MC-014,Sealed Quench SQ-01,CL-FURNACE,5,"Quench oil level, temperature and condition",Measurement,"Level OK, <= 80 deg C",Yes,No,OK,37.13,,TECH-05,2024-11-05,No
WO-00120-T06,WO-00120,MC-014,Sealed Quench SQ-01,CL-FURNACE,6,Quench agitator motor current and vibration,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,56.37,,TECH-05,2024-11-05,No
WO-00120-T07,WO-00120,MC-014,Sealed Quench SQ-01,CL-FURNACE,7,Atmosphere gas flow and carbon potential probe,Measurement,Probe mV stable,Yes,Yes,OK,17.14,,TECH-05,2024-11-05,No
WO-00120-T08,WO-00120,MC-014,Sealed Quench SQ-01,CL-FURNACE,8,Burner flame condition and flame-failure trip test,Safety,Trips within 3 s,Yes,Yes,OK,,,TECH-05,2024-11-05,No
WO-00120-T09,WO-00120,MC-014,Sealed Quench SQ-01,CL-FURNACE,9,Refractory / insulation inspection,Visual,No spalling,Yes,No,OK,,,TECH-05,2024-11-05,No
WO-00120-T10,WO-00120,MC-014,Sealed Quench SQ-01,CL-FURNACE,10,Cooling water flow and chiller performance,Measurement,>= 60 L/min,Yes,No,OK,41.57,,TECH-05,2024-11-05,No
WO-00120-T11,WO-00120,MC-014,Sealed Quench SQ-01,CL-FURNACE,11,Exhaust fan / flue condition,Visual,Free flow,Yes,No,OK,,,TECH-05,2024-11-05,No
WO-00120-T12,WO-00120,MC-014,Sealed Quench SQ-01,CL-FURNACE,12,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-05,2024-11-05,No
WO-00120-T13,WO-00120,MC-014,Sealed Quench SQ-01,CL-FURNACE,13,Emergency stop and over-temperature trip test,Safety,Trips at setpoint +20,Yes,Yes,OK,,,TECH-05,2024-11-05,No
WO-00121-T01,WO-00121,MC-015,Sealed Quench SQ-02,CL-FURNACE,1,Lock out / tag out and gas isolation verified,Safety,LOTO + gas isolated,Yes,Yes,OK,,,TECH-02,2024-11-11,No
WO-00121-T02,WO-00121,MC-015,Sealed Quench SQ-02,CL-FURNACE,2,Thermocouple calibration check (all zones),Measurement,+/- 3 deg C of master,Yes,Yes,OK,41.3,,TECH-02,2024-11-11,No
WO-00121-T03,WO-00121,MC-015,Sealed Quench SQ-02,CL-FURNACE,3,Inspect heating elements / radiant tubes,Visual,"No bulge, no crack",Yes,Yes,OK,,,TECH-02,2024-11-11,No
WO-00121-T04,WO-00121,MC-015,Sealed Quench SQ-02,CL-FURNACE,4,Door seal and curtain condition,Visual,"No gap, no burn-through",Yes,Yes,OK,,,TECH-02,2024-11-11,No
WO-00121-T05,WO-00121,MC-015,Sealed Quench SQ-02,CL-FURNACE,5,"Quench oil level, temperature and condition",Measurement,"Level OK, <= 80 deg C",Yes,No,OK,32.9,,TECH-02,2024-11-11,No
WO-00121-T06,WO-00121,MC-015,Sealed Quench SQ-02,CL-FURNACE,6,Quench agitator motor current and vibration,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,58.68,,TECH-02,2024-11-11,No
WO-00121-T07,WO-00121,MC-015,Sealed Quench SQ-02,CL-FURNACE,7,Atmosphere gas flow and carbon potential probe,Measurement,Probe mV stable,Yes,Yes,OK,21.84,,TECH-02,2024-11-11,No
WO-00121-T08,WO-00121,MC-015,Sealed Quench SQ-02,CL-FURNACE,8,Burner flame condition and flame-failure trip test,Safety,Trips within 3 s,Yes,Yes,OK,,,TECH-02,2024-11-11,No
WO-00121-T09,WO-00121,MC-015,Sealed Quench SQ-02,CL-FURNACE,9,Refractory / insulation inspection,Visual,No spalling,Yes,No,OK,,,TECH-02,2024-11-11,No
WO-00121-T10,WO-00121,MC-015,Sealed Quench SQ-02,CL-FURNACE,10,Cooling water flow and chiller performance,Measurement,>= 60 L/min,Yes,No,OK,24.19,,TECH-02,2024-11-11,No
WO-00121-T11,WO-00121,MC-015,Sealed Quench SQ-02,CL-FURNACE,11,Exhaust fan / flue condition,Visual,Free flow,Yes,No,OK,,,TECH-02,2024-11-11,No
WO-00121-T12,WO-00121,MC-015,Sealed Quench SQ-02,CL-FURNACE,12,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-02,2024-11-11,No
WO-00121-T13,WO-00121,MC-015,Sealed Quench SQ-02,CL-FURNACE,13,Emergency stop and over-temperature trip test,Safety,Trips at setpoint +20,Yes,Yes,OK,,,TECH-02,2024-11-11,No
WO-00123-T01,WO-00123,MC-017,Quench Oil Chiller CH-01,CL-UTIL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-05,2024-12-02,No
WO-00123-T02,WO-00123,MC-017,Quench Oil Chiller CH-01,CL-UTIL,2,General cleaning and housekeeping,Cleaning,No debris,Yes,No,OK,,,TECH-05,2024-12-02,No
WO-00123-T03,WO-00123,MC-017,Quench Oil Chiller CH-01,CL-UTIL,3,Belt / chain tension and alignment,Measurement,As per OEM,Yes,No,OK,36.03,,TECH-05,2024-12-02,No
WO-00123-T04,WO-00123,MC-017,Quench Oil Chiller CH-01,CL-UTIL,4,Bearing greasing as per lube chart,Lubrication,All points,Yes,No,OK,,,TECH-05,2024-12-02,No
WO-00123-T05,WO-00123,MC-017,Quench Oil Chiller CH-01,CL-UTIL,5,Motor current and vibration check,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,1.77,,TECH-05,2024-12-02,No
WO-00123-T06,WO-00123,MC-017,Quench Oil Chiller CH-01,CL-UTIL,6,Air / oil filter condition,Visual,Clean or replace,Yes,No,OK,,,TECH-05,2024-12-02,No
WO-00123-T07,WO-00123,MC-017,Quench Oil Chiller CH-01,CL-UTIL,7,Condensate drain and moisture trap,Cleaning,Free draining,Yes,No,OK,,,TECH-05,2024-12-02,No
WO-00123-T08,WO-00123,MC-017,Quench Oil Chiller CH-01,CL-UTIL,8,Safety guard and E-stop check,Safety,Functional,Yes,Yes,OK,,,TECH-05,2024-12-02,No
WO-00123-T09,WO-00123,MC-017,Quench Oil Chiller CH-01,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-05,2024-12-02,No
WO-00125-T01,WO-00125,MC-014,Sealed Quench SQ-01,CL-FURNACE,1,Lock out / tag out and gas isolation verified,Safety,LOTO + gas isolated,Yes,Yes,OK,,,TECH-02,2025-02-05,No
WO-00125-T02,WO-00125,MC-014,Sealed Quench SQ-01,CL-FURNACE,2,Thermocouple calibration check (all zones),Measurement,+/- 3 deg C of master,Yes,Yes,OK,35.39,,TECH-02,2025-02-05,No
WO-00125-T03,WO-00125,MC-014,Sealed Quench SQ-01,CL-FURNACE,3,Inspect heating elements / radiant tubes,Visual,"No bulge, no crack",Yes,Yes,OK,,,TECH-02,2025-02-05,No
WO-00125-T04,WO-00125,MC-014,Sealed Quench SQ-01,CL-FURNACE,4,Door seal and curtain condition,Visual,"No gap, no burn-through",Yes,Yes,Not OK,,Deviation observed - abnormality raised,TECH-02,2025-02-05,Yes
WO-00125-T05,WO-00125,MC-014,Sealed Quench SQ-01,CL-FURNACE,5,"Quench oil level, temperature and condition",Measurement,"Level OK, <= 80 deg C",Yes,No,OK,48.88,,TECH-02,2025-02-05,No
WO-00125-T06,WO-00125,MC-014,Sealed Quench SQ-01,CL-FURNACE,6,Quench agitator motor current and vibration,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,14.36,,TECH-02,2025-02-05,No
WO-00125-T07,WO-00125,MC-014,Sealed Quench SQ-01,CL-FURNACE,7,Atmosphere gas flow and carbon potential probe,Measurement,Probe mV stable,Yes,Yes,OK,46.57,,TECH-02,2025-02-05,No
WO-00125-T08,WO-00125,MC-014,Sealed Quench SQ-01,CL-FURNACE,8,Burner flame condition and flame-failure trip test,Safety,Trips within 3 s,Yes,Yes,OK,,,TECH-02,2025-02-05,No
WO-00125-T09,WO-00125,MC-014,Sealed Quench SQ-01,CL-FURNACE,9,Refractory / insulation inspection,Visual,No spalling,Yes,No,OK,,,TECH-02,2025-02-05,No
WO-00125-T10,WO-00125,MC-014,Sealed Quench SQ-01,CL-FURNACE,10,Cooling water flow and chiller performance,Measurement,>= 60 L/min,Yes,No,OK,47.42,,TECH-02,2025-02-05,No
WO-00125-T11,WO-00125,MC-014,Sealed Quench SQ-01,CL-FURNACE,11,Exhaust fan / flue condition,Visual,Free flow,Yes,No,OK,,,TECH-02,2025-02-05,No
WO-00125-T12,WO-00125,MC-014,Sealed Quench SQ-01,CL-FURNACE,12,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-02,2025-02-05,No
WO-00125-T13,WO-00125,MC-014,Sealed Quench SQ-01,CL-FURNACE,13,Emergency stop and over-temperature trip test,Safety,Trips at setpoint +20,Yes,Yes,OK,,,TECH-02,2025-02-05,No
WO-00126-T01,WO-00126,MC-015,Sealed Quench SQ-02,CL-FURNACE,1,Lock out / tag out and gas isolation verified,Safety,LOTO + gas isolated,Yes,Yes,OK,,,TECH-06,2025-02-10,No
WO-00126-T02,WO-00126,MC-015,Sealed Quench SQ-02,CL-FURNACE,2,Thermocouple calibration check (all zones),Measurement,+/- 3 deg C of master,Yes,Yes,OK,48.01,,TECH-06,2025-02-10,No
WO-00126-T03,WO-00126,MC-015,Sealed Quench SQ-02,CL-FURNACE,3,Inspect heating elements / radiant tubes,Visual,"No bulge, no crack",Yes,Yes,OK,,,TECH-06,2025-02-10,No
WO-00126-T04,WO-00126,MC-015,Sealed Quench SQ-02,CL-FURNACE,4,Door seal and curtain condition,Visual,"No gap, no burn-through",Yes,Yes,OK,,,TECH-06,2025-02-10,No
WO-00126-T05,WO-00126,MC-015,Sealed Quench SQ-02,CL-FURNACE,5,"Quench oil level, temperature and condition",Measurement,"Level OK, <= 80 deg C",Yes,No,OK,7.04,,TECH-06,2025-02-10,No
WO-00126-T06,WO-00126,MC-015,Sealed Quench SQ-02,CL-FURNACE,6,Quench agitator motor current and vibration,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,52.05,,TECH-06,2025-02-10,No
WO-00126-T07,WO-00126,MC-015,Sealed Quench SQ-02,CL-FURNACE,7,Atmosphere gas flow and carbon potential probe,Measurement,Probe mV stable,Yes,Yes,OK,8.34,,TECH-06,2025-02-10,No
WO-00126-T08,WO-00126,MC-015,Sealed Quench SQ-02,CL-FURNACE,8,Burner flame condition and flame-failure trip test,Safety,Trips within 3 s,Yes,Yes,OK,,,TECH-06,2025-02-10,No
WO-00126-T09,WO-00126,MC-015,Sealed Quench SQ-02,CL-FURNACE,9,Refractory / insulation inspection,Visual,No spalling,Yes,No,OK,,,TECH-06,2025-02-10,No
WO-00126-T10,WO-00126,MC-015,Sealed Quench SQ-02,CL-FURNACE,10,Cooling water flow and chiller performance,Measurement,>= 60 L/min,Yes,No,OK,21.82,,TECH-06,2025-02-10,No
WO-00126-T11,WO-00126,MC-015,Sealed Quench SQ-02,CL-FURNACE,11,Exhaust fan / flue condition,Visual,Free flow,Yes,No,OK,,,TECH-06,2025-02-10,No
WO-00126-T12,WO-00126,MC-015,Sealed Quench SQ-02,CL-FURNACE,12,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-06,2025-02-10,No
WO-00126-T13,WO-00126,MC-015,Sealed Quench SQ-02,CL-FURNACE,13,Emergency stop and over-temperature trip test,Safety,Trips at setpoint +20,Yes,Yes,OK,,,TECH-06,2025-02-10,No
WO-00127-T01,WO-00127,MC-016,Tempering Furnace TF-01,CL-FURNACE,1,Lock out / tag out and gas isolation verified,Safety,LOTO + gas isolated,Yes,Yes,OK,,,TECH-05,2025-02-16,No
WO-00127-T02,WO-00127,MC-016,Tempering Furnace TF-01,CL-FURNACE,2,Thermocouple calibration check (all zones),Measurement,+/- 3 deg C of master,Yes,Yes,OK,25.55,,TECH-05,2025-02-16,No
WO-00127-T03,WO-00127,MC-016,Tempering Furnace TF-01,CL-FURNACE,3,Inspect heating elements / radiant tubes,Visual,"No bulge, no crack",Yes,Yes,OK,,,TECH-05,2025-02-16,No
WO-00127-T04,WO-00127,MC-016,Tempering Furnace TF-01,CL-FURNACE,4,Door seal and curtain condition,Visual,"No gap, no burn-through",Yes,Yes,OK,,,TECH-05,2025-02-16,No
WO-00127-T05,WO-00127,MC-016,Tempering Furnace TF-01,CL-FURNACE,5,"Quench oil level, temperature and condition",Measurement,"Level OK, <= 80 deg C",Yes,No,OK,7.26,,TECH-05,2025-02-16,No
WO-00127-T06,WO-00127,MC-016,Tempering Furnace TF-01,CL-FURNACE,6,Quench agitator motor current and vibration,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,4.28,,TECH-05,2025-02-16,No
WO-00127-T07,WO-00127,MC-016,Tempering Furnace TF-01,CL-FURNACE,7,Atmosphere gas flow and carbon potential probe,Measurement,Probe mV stable,Yes,Yes,OK,27.17,,TECH-05,2025-02-16,No
WO-00127-T08,WO-00127,MC-016,Tempering Furnace TF-01,CL-FURNACE,8,Burner flame condition and flame-failure trip test,Safety,Trips within 3 s,Yes,Yes,OK,,,TECH-05,2025-02-16,No
WO-00127-T09,WO-00127,MC-016,Tempering Furnace TF-01,CL-FURNACE,9,Refractory / insulation inspection,Visual,No spalling,Yes,No,OK,,,TECH-05,2025-02-16,No
WO-00127-T10,WO-00127,MC-016,Tempering Furnace TF-01,CL-FURNACE,10,Cooling water flow and chiller performance,Measurement,>= 60 L/min,Yes,No,OK,22.04,,TECH-05,2025-02-16,No
WO-00127-T11,WO-00127,MC-016,Tempering Furnace TF-01,CL-FURNACE,11,Exhaust fan / flue condition,Visual,Free flow,Yes,No,OK,,,TECH-05,2025-02-16,No
WO-00127-T12,WO-00127,MC-016,Tempering Furnace TF-01,CL-FURNACE,12,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-05,2025-02-16,No
WO-00127-T13,WO-00127,MC-016,Tempering Furnace TF-01,CL-FURNACE,13,Emergency stop and over-temperature trip test,Safety,Trips at setpoint +20,Yes,Yes,OK,,,TECH-05,2025-02-16,No
WO-00128-T01,WO-00128,MC-017,Quench Oil Chiller CH-01,CL-UTIL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-02,2025-02-19,No
WO-00128-T02,WO-00128,MC-017,Quench Oil Chiller CH-01,CL-UTIL,2,General cleaning and housekeeping,Cleaning,No debris,Yes,No,OK,,,TECH-02,2025-02-19,No
WO-00128-T03,WO-00128,MC-017,Quench Oil Chiller CH-01,CL-UTIL,3,Belt / chain tension and alignment,Measurement,As per OEM,Yes,No,OK,47.1,,TECH-02,2025-02-19,No
WO-00128-T04,WO-00128,MC-017,Quench Oil Chiller CH-01,CL-UTIL,4,Bearing greasing as per lube chart,Lubrication,All points,Yes,No,OK,,,TECH-02,2025-02-19,No
WO-00128-T05,WO-00128,MC-017,Quench Oil Chiller CH-01,CL-UTIL,5,Motor current and vibration check,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,52.09,,TECH-02,2025-02-19,No
WO-00128-T06,WO-00128,MC-017,Quench Oil Chiller CH-01,CL-UTIL,6,Air / oil filter condition,Visual,Clean or replace,Yes,No,OK,,,TECH-02,2025-02-19,No
WO-00128-T07,WO-00128,MC-017,Quench Oil Chiller CH-01,CL-UTIL,7,Condensate drain and moisture trap,Cleaning,Free draining,Yes,No,OK,,,TECH-02,2025-02-19,No
WO-00128-T08,WO-00128,MC-017,Quench Oil Chiller CH-01,CL-UTIL,8,Safety guard and E-stop check,Safety,Functional,Yes,Yes,OK,,,TECH-02,2025-02-19,No
WO-00128-T09,WO-00128,MC-017,Quench Oil Chiller CH-01,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-02,2025-02-19,No
WO-00129-T01,WO-00129,MC-018,HT Compressor AC-01,CL-UTIL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-06,2025-02-23,No
WO-00129-T02,WO-00129,MC-018,HT Compressor AC-01,CL-UTIL,2,General cleaning and housekeeping,Cleaning,No debris,Yes,No,OK,,,TECH-06,2025-02-23,No
WO-00129-T03,WO-00129,MC-018,HT Compressor AC-01,CL-UTIL,3,Belt / chain tension and alignment,Measurement,As per OEM,Yes,No,OK,24.4,,TECH-06,2025-02-23,No
WO-00129-T04,WO-00129,MC-018,HT Compressor AC-01,CL-UTIL,4,Bearing greasing as per lube chart,Lubrication,All points,Yes,No,OK,,,TECH-06,2025-02-23,No
WO-00129-T05,WO-00129,MC-018,HT Compressor AC-01,CL-UTIL,5,Motor current and vibration check,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,41.32,,TECH-06,2025-02-23,No
WO-00129-T06,WO-00129,MC-018,HT Compressor AC-01,CL-UTIL,6,Air / oil filter condition,Visual,Clean or replace,Yes,No,OK,,,TECH-06,2025-02-23,No
WO-00129-T07,WO-00129,MC-018,HT Compressor AC-01,CL-UTIL,7,Condensate drain and moisture trap,Cleaning,Free draining,Yes,No,OK,,,TECH-06,2025-02-23,No
WO-00129-T08,WO-00129,MC-018,HT Compressor AC-01,CL-UTIL,8,Safety guard and E-stop check,Safety,Functional,Yes,Yes,OK,,,TECH-06,2025-02-23,No
WO-00129-T09,WO-00129,MC-018,HT Compressor AC-01,CL-UTIL,9,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-06,2025-02-23,No
WO-00130-T01,WO-00130,MC-014,Sealed Quench SQ-01,CL-FURNACE,1,Lock out / tag out and gas isolation verified,Safety,LOTO + gas isolated,Yes,Yes,OK,,,TECH-06,2025-06-02,No
WO-00130-T02,WO-00130,MC-014,Sealed Quench SQ-01,CL-FURNACE,2,Thermocouple calibration check (all zones),Measurement,+/- 3 deg C of master,Yes,Yes,OK,9.33,,TECH-06,2025-06-02,No
WO-00130-T03,WO-00130,MC-014,Sealed Quench SQ-01,CL-FURNACE,3,Inspect heating elements / radiant tubes,Visual,"No bulge, no crack",Yes,Yes,OK,,,TECH-06,2025-06-02,No
WO-00130-T04,WO-00130,MC-014,Sealed Quench SQ-01,CL-FURNACE,4,Door seal and curtain condition,Visual,"No gap, no burn-through",Yes,Yes,OK,,,TECH-06,2025-06-02,No
WO-00130-T05,WO-00130,MC-014,Sealed Quench SQ-01,CL-FURNACE,5,"Quench oil level, temperature and condition",Measurement,"Level OK, <= 80 deg C",Yes,No,OK,8.01,,TECH-06,2025-06-02,No
WO-00130-T06,WO-00130,MC-014,Sealed Quench SQ-01,CL-FURNACE,6,Quench agitator motor current and vibration,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,37.65,,TECH-06,2025-06-02,No
WO-00130-T07,WO-00130,MC-014,Sealed Quench SQ-01,CL-FURNACE,7,Atmosphere gas flow and carbon potential probe,Measurement,Probe mV stable,Yes,Yes,OK,35.33,,TECH-06,2025-06-02,No
WO-00130-T08,WO-00130,MC-014,Sealed Quench SQ-01,CL-FURNACE,8,Burner flame condition and flame-failure trip test,Safety,Trips within 3 s,Yes,Yes,OK,,,TECH-06,2025-06-02,No
WO-00130-T09,WO-00130,MC-014,Sealed Quench SQ-01,CL-FURNACE,9,Refractory / insulation inspection,Visual,No spalling,Yes,No,OK,,,TECH-06,2025-06-02,No
WO-00130-T10,WO-00130,MC-014,Sealed Quench SQ-01,CL-FURNACE,10,Cooling water flow and chiller performance,Measurement,>= 60 L/min,Yes,No,OK,42.87,,TECH-06,2025-06-02,No
WO-00130-T11,WO-00130,MC-014,Sealed Quench SQ-01,CL-FURNACE,11,Exhaust fan / flue condition,Visual,Free flow,Yes,No,OK,,,TECH-06,2025-06-02,No
WO-00130-T12,WO-00130,MC-014,Sealed Quench SQ-01,CL-FURNACE,12,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-06,2025-06-02,No
WO-00130-T13,WO-00130,MC-014,Sealed Quench SQ-01,CL-FURNACE,13,Emergency stop and over-temperature trip test,Safety,Trips at setpoint +20,Yes,Yes,OK,,,TECH-06,2025-06-02,No
WO-00131-T01,WO-00131,MC-015,Sealed Quench SQ-02,CL-FURNACE,1,Lock out / tag out and gas isolation verified,Safety,LOTO + gas isolated,Yes,Yes,OK,,,TECH-05,2025-05-13,No
WO-00131-T02,WO-00131,MC-015,Sealed Quench SQ-02,CL-FURNACE,2,Thermocouple calibration check (all zones),Measurement,+/- 3 deg C of master,Yes,Yes,OK,47.69,,TECH-05,2025-05-13,No
WO-00131-T03,WO-00131,MC-015,Sealed Quench SQ-02,CL-FURNACE,3,Inspect heating elements / radiant tubes,Visual,"No bulge, no crack",Yes,Yes,OK,,,TECH-05,2025-05-13,No
WO-00131-T04,WO-00131,MC-015,Sealed Quench SQ-02,CL-FURNACE,4,Door seal and curtain condition,Visual,"No gap, no burn-through",Yes,Yes,OK,,,TECH-05,2025-05-13,No
WO-00131-T05,WO-00131,MC-015,Sealed Quench SQ-02,CL-FURNACE,5,"Quench oil level, temperature and condition",Measurement,"Level OK, <= 80 deg C",Yes,No,OK,7.31,,TECH-05,2025-05-13,No
WO-00131-T06,WO-00131,MC-015,Sealed Quench SQ-02,CL-FURNACE,6,Quench agitator motor current and vibration,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,39.46,,TECH-05,2025-05-13,No
WO-00131-T07,WO-00131,MC-015,Sealed Quench SQ-02,CL-FURNACE,7,Atmosphere gas flow and carbon potential probe,Measurement,Probe mV stable,Yes,Yes,OK,52.72,,TECH-05,2025-05-13,No
WO-00131-T08,WO-00131,MC-015,Sealed Quench SQ-02,CL-FURNACE,8,Burner flame condition and flame-failure trip test,Safety,Trips within 3 s,Yes,Yes,OK,,,TECH-05,2025-05-13,No
WO-00131-T09,WO-00131,MC-015,Sealed Quench SQ-02,CL-FURNACE,9,Refractory / insulation inspection,Visual,No spalling,Yes,No,OK,,,TECH-05,2025-05-13,No
WO-00131-T10,WO-00131,MC-015,Sealed Quench SQ-02,CL-FURNACE,10,Cooling water flow and chiller performance,Measurement,>= 60 L/min,Yes,No,OK,33.3,,TECH-05,2025-05-13,No
WO-00131-T11,WO-00131,MC-015,Sealed Quench SQ-02,CL-FURNACE,11,Exhaust fan / flue condition,Visual,Free flow,Yes,No,OK,,,TECH-05,2025-05-13,No
WO-00131-T12,WO-00131,MC-015,Sealed Quench SQ-02,CL-FURNACE,12,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-05,2025-05-13,No
WO-00131-T13,WO-00131,MC-015,Sealed Quench SQ-02,CL-FURNACE,13,Emergency stop and over-temperature trip test,Safety,Trips at setpoint +20,Yes,Yes,OK,,,TECH-05,2025-05-13,No
WO-00132-T01,WO-00132,MC-016,Tempering Furnace TF-01,CL-FURNACE,1,Lock out / tag out and gas isolation verified,Safety,LOTO + gas isolated,Yes,Yes,OK,,,TECH-02,2025-05-15,No
WO-00132-T02,WO-00132,MC-016,Tempering Furnace TF-01,CL-FURNACE,2,Thermocouple calibration check (all zones),Measurement,+/- 3 deg C of master,Yes,Yes,OK,25.25,,TECH-02,2025-05-15,No
WO-00132-T03,WO-00132,MC-016,Tempering Furnace TF-01,CL-FURNACE,3,Inspect heating elements / radiant tubes,Visual,"No bulge, no crack",Yes,Yes,OK,,,TECH-02,2025-05-15,No
WO-00132-T04,WO-00132,MC-016,Tempering Furnace TF-01,CL-FURNACE,4,Door seal and curtain condition,Visual,"No gap, no burn-through",Yes,Yes,OK,,,TECH-02,2025-05-15,No
WO-00132-T05,WO-00132,MC-016,Tempering Furnace TF-01,CL-FURNACE,5,"Quench oil level, temperature and condition",Measurement,"Level OK, <= 80 deg C",Yes,No,OK,6.16,,TECH-02,2025-05-15,No
WO-00132-T06,WO-00132,MC-016,Tempering Furnace TF-01,CL-FURNACE,6,Quench agitator motor current and vibration,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,25.89,,TECH-02,2025-05-15,No
WO-00132-T07,WO-00132,MC-016,Tempering Furnace TF-01,CL-FURNACE,7,Atmosphere gas flow and carbon potential probe,Measurement,Probe mV stable,Yes,Yes,Not OK,40.07,Deviation observed - abnormality raised,TECH-02,2025-05-15,Yes
WO-00132-T08,WO-00132,MC-016,Tempering Furnace TF-01,CL-FURNACE,8,Burner flame condition and flame-failure trip test,Safety,Trips within 3 s,Yes,Yes,OK,,,TECH-02,2025-05-15,No
WO-00132-T09,WO-00132,MC-016,Tempering Furnace TF-01,CL-FURNACE,9,Refractory / insulation inspection,Visual,No spalling,Yes,No,OK,,,TECH-02,2025-05-15,No
WO-00132-T10,WO-00132,MC-016,Tempering Furnace TF-01,CL-FURNACE,10,Cooling water flow and chiller performance,Measurement,>= 60 L/min,Yes,No,OK,22.77,,TECH-02,2025-05-15,No
WO-00132-T11,WO-00132,MC-016,Tempering Furnace TF-01,CL-FURNACE,11,Exhaust fan / flue condition,Visual,Free flow,Yes,No,OK,,,TECH-02,2025-05-15,No
WO-00132-T12,WO-00132,MC-016,Tempering Furnace TF-01,CL-FURNACE,12,Electrical panel cleaning and terminal tightness,Electrical,"No dust, no loose lug",Yes,Yes,OK,,,TECH-02,2025-05-15,No
WO-00132-T13,WO-00132,MC-016,Tempering Furnace TF-01,CL-FURNACE,13,Emergency stop and over-temperature trip test,Safety,Trips at setpoint +20,Yes,Yes,OK,,,TECH-02,2025-05-15,No
WO-00133-T01,WO-00133,MC-017,Quench Oil Chiller CH-01,CL-UTIL,1,Lock out / tag out verified before start,Safety,LOTO applied,Yes,Yes,OK,,,TECH-06,2025-06-02,No
WO-00133-T02,WO-00133,MC-017,Quench Oil Chiller CH-01,CL-UTIL,2,General cleaning and housekeeping,Cleaning,No debris,Yes,No,OK,,,TECH-06,2025-06-02,No
WO-00133-T03,WO-00133,MC-017,Quench Oil Chiller CH-01,CL-UTIL,3,Belt / chain tension and alignment,Measurement,As per OEM,Yes,No,OK,26.2,,TECH-06,2025-06-02,No
WO-00133-T04,WO-00133,MC-017,Quench Oil Chiller CH-01,CL-UTIL,4,Bearing greasing as per lube chart,Lubrication,All points,Yes,No,OK,,,TECH-06,2025-06-02,No
WO-00133-T05,WO-00133,MC-017,Quench Oil Chiller CH-01,CL-UTIL,5,Motor current and vibration check,Measurement,"<= FLC, <= 4.5 mm/s",Yes,No,OK,44.8,,TECH-06,2025-06-02,No
